building_id,meter,meter_reading,site_id,primary_use,square_feet,year_built,floor_count,air_temperature,cloud_coverage,dew_temperature,precip_depth_1_hr,sea_level_pressure,wind_direction,wind_speed,unixtimestamp
978,1,7.6667,9,Education,258491,,,10.0,,3.9,0.0,1028.9,30.0,3.6,1451617200
979,1,63.5846,9,Entertainment/public assembly,52357,,,10.0,,3.9,0.0,1028.9,30.0,3.6,1451617200
980,1,0.0,9,Entertainment/public assembly,34819,,,10.0,,3.9,0.0,1028.9,30.0,3.6,1451617200
981,1,251.982,9,Education,167055,,,10.0,,3.9,0.0,1028.9,30.0,3.6,1451617200
983,1,193.11,9,Entertainment/public assembly,122122,,,10.0,,3.9,0.0,1028.9,30.0,3.6,1451617200
987,1,294.396,9,Education,166395,,,10.0,,3.9,0.0,1028.9,30.0,3.6,1451617200
989,1,32.566,9,Education,168696,,,10.0,,3.9,0.0,1028.9,30.0,3.6,1451617200
990,1,0.4924,9,Office,82939,,,10.0,,3.9,0.0,1028.9,30.0,3.6,1451617200
991,1,23.0705,9,Education,57811,,,10.0,,3.9,0.0,1028.9,30.0,3.6,1451617200
992,1,23.2112,9,Office,51483,,,10.0,,3.9,0.0,1028.9,30.0,3.6,1451617200
993,1,893.702,9,Education,428647,,,10.0,,3.9,0.0,1028.9,30.0,3.6,1451617200
994,1,3.2355,9,Education,108392,,,10.0,,3.9,0.0,1028.9,30.0,3.6,1451617200
995,1,7.8074,9,Education,46230,,,10.0,,3.9,0.0,1028.9,30.0,3.6,1451617200
996,1,64.9914,9,Education,77632,,,10.0,,3.9,0.0,1028.9,30.0,3.6,1451617200
997,1,75.2606,9,Office,38173,,,10.0,,3.9,0.0,1028.9,30.0,3.6,1451617200
998,1,0.0,10,Education,173479,,1.0,-10.0,0.0,-15.0,0.0,1036.9,280.0,2.6,1451617200
1000,1,0.0,10,Education,121146,,2.0,-10.0,0.0,-15.0,0.0,1036.9,280.0,2.6,1451617200
1001,1,0.0,10,Other,4482,,1.0,-10.0,0.0,-15.0,0.0,1036.9,280.0,2.6,1451617200
1003,1,0.0,10,Education,94751,,3.0,-10.0,0.0,-15.0,0.0,1036.9,280.0,2.6,1451617200
1013,1,0.0,10,Education,67377,,3.0,-10.0,0.0,-15.0,0.0,1036.9,280.0,2.6,1451617200
1015,1,14.4887,10,Other,4607,,1.0,-10.0,0.0,-15.0,0.0,1036.9,280.0,2.6,1451617200
1017,1,0.0,10,Technology/science,109263,,6.0,-10.0,0.0,-15.0,0.0,1036.9,280.0,2.6,1451617200
1018,1,0.0,10,Education,186840,,2.0,-10.0,0.0,-15.0,0.0,1036.9,280.0,2.6,1451617200
1022,1,0.0,10,Education,84346,,2.0,-10.0,0.0,-15.0,0.0,1036.9,280.0,2.6,1451617200
1030,1,0.0,11,Education,68030,,,-2.3,,-3.2,,1015.4,280.0,1.5,1451617200
1031,1,0.0,11,Education,93206,,,-2.3,,-3.2,,1015.4,280.0,1.5,1451617200
1032,1,0.0,11,Education,127632,,,-2.3,,-3.2,,1015.4,280.0,1.5,1451617200
1070,1,47.9808,13,Lodging/residential,230747,,,-7.8,,-11.1,-1.0,1022.7,250.0,4.1,1451617200
1072,1,0.0,13,Healthcare,305000,,,-7.8,,-11.1,-1.0,1022.7,250.0,4.1,1451617200
1073,1,44.982,13,Office,194111,,,-7.8,,-11.1,-1.0,1022.7,250.0,4.1,1451617200
1074,1,0.0,13,Office,89858,,,-7.8,,-11.1,-1.0,1022.7,250.0,4.1,1451617200
1077,1,0.0,13,Entertainment/public assembly,19454,,,-7.8,,-11.1,-1.0,1022.7,250.0,4.1,1451617200
1078,1,0.0,13,Entertainment/public assembly,80438,,,-7.8,,-11.1,-1.0,1022.7,250.0,4.1,1451617200
1079,1,0.0,13,Education,14185,,,-7.8,,-11.1,-1.0,1022.7,250.0,4.1,1451617200
1080,1,0.0,13,Education,207115,,,-7.8,,-11.1,-1.0,1022.7,250.0,4.1,1451617200
1083,1,0.0,13,Education,100813,,,-7.8,,-11.1,-1.0,1022.7,250.0,4.1,1451617200
1084,1,0.0,13,Office,122922,,,-7.8,,-11.1,-1.0,1022.7,250.0,4.1,1451617200
1085,1,0.0,13,Education,58377,,,-7.8,,-11.1,-1.0,1022.7,250.0,4.1,1451617200
1088,1,62.5166,13,Education,287594,,,-7.8,,-11.1,-1.0,1022.7,250.0,4.1,1451617200
1090,1,3.9984,13,Office,305047,,,-7.8,,-11.1,-1.0,1022.7,250.0,4.1,1451617200
1092,1,67.1398,13,Office,105167,,,-7.8,,-11.1,-1.0,1022.7,250.0,4.1,1451617200
1093,1,0.0,13,Office,47578,,,-7.8,,-11.1,-1.0,1022.7,250.0,4.1,1451617200
1094,1,0.0,13,Office,70852,,,-7.8,,-11.1,-1.0,1022.7,250.0,4.1,1451617200
1095,1,0.0,13,Education,32256,,,-7.8,,-11.1,-1.0,1022.7,250.0,4.1,1451617200
1097,1,0.0,13,Office,157545,,,-7.8,,-11.1,-1.0,1022.7,250.0,4.1,1451617200
1098,1,0.0,13,Office,131745,,,-7.8,,-11.1,-1.0,1022.7,250.0,4.1,1451617200
1101,1,0.0,13,Office,71936,,,-7.8,,-11.1,-1.0,1022.7,250.0,4.1,1451617200
1104,1,0.0,13,Public services,199722,,,-7.8,,-11.1,-1.0,1022.7,250.0,4.1,1451617200
1107,1,0.0,13,Education,184098,,,-7.8,,-11.1,-1.0,1022.7,250.0,4.1,1451617200
1109,1,1.8326,13,Office,102191,,,-7.8,,-11.1,-1.0,1022.7,250.0,4.1,1451617200
1119,1,10.6624,13,Office,119509,,,-7.8,,-11.1,-1.0,1022.7,250.0,4.1,1451617200
1121,1,2.9988,13,Education,85732,,,-7.8,,-11.1,-1.0,1022.7,250.0,4.1,1451617200
1122,1,0.0,13,Office,84365,,,-7.8,,-11.1,-1.0,1022.7,250.0,4.1,1451617200
1127,1,0.0,13,Office,87131,,,-7.8,,-11.1,-1.0,1022.7,250.0,4.1,1451617200
1129,1,3.332,13,Office,133100,,,-7.8,,-11.1,-1.0,1022.7,250.0,4.1,1451617200
1130,1,0.0,13,Education,280225,,,-7.8,,-11.1,-1.0,1022.7,250.0,4.1,1451617200
1132,1,0.0,13,Office,103926,,,-7.8,,-11.1,-1.0,1022.7,250.0,4.1,1451617200
1133,1,0.0,13,Office,82302,,,-7.8,,-11.1,-1.0,1022.7,250.0,4.1,1451617200
1136,1,2.7489,13,Office,79782,,,-7.8,,-11.1,-1.0,1022.7,250.0,4.1,1451617200
1137,1,0.0,13,Office,27452,,,-7.8,,-11.1,-1.0,1022.7,250.0,4.1,1451617200
1139,1,1000.93,13,Office,336650,,,-7.8,,-11.1,-1.0,1022.7,250.0,4.1,1451617200
1140,1,61.3088,13,Education,156483,,,-7.8,,-11.1,-1.0,1022.7,250.0,4.1,1451617200
1142,1,0.0,13,Office,103718,,,-7.8,,-11.1,-1.0,1022.7,250.0,4.1,1451617200
1143,1,1.666,13,Office,96612,,,-7.8,,-11.1,-1.0,1022.7,250.0,4.1,1451617200
1144,1,0.0,13,Office,152312,,,-7.8,,-11.1,-1.0,1022.7,250.0,4.1,1451617200
1146,1,0.0,13,Public services,83155,,,-7.8,,-11.1,-1.0,1022.7,250.0,4.1,1451617200
1148,1,44.1073,13,Office,861524,,,-7.8,,-11.1,-1.0,1022.7,250.0,4.1,1451617200
1150,1,0.0,13,Office,196043,,,-7.8,,-11.1,-1.0,1022.7,250.0,4.1,1451617200
1151,1,51.9792,13,Office,267536,,,-7.8,,-11.1,-1.0,1022.7,250.0,4.1,1451617200
1152,1,0.0,13,Office,118858,,,-7.8,,-11.1,-1.0,1022.7,250.0,4.1,1451617200
1154,1,0.0,13,Lodging/residential,262156,,,-7.8,,-11.1,-1.0,1022.7,250.0,4.1,1451617200
1156,1,531.787,13,Education,259989,,,-7.8,,-11.1,-1.0,1022.7,250.0,4.1,1451617200
1157,1,0.0,13,Education,37107,,,-7.8,,-11.1,-1.0,1022.7,250.0,4.1,1451617200
1158,1,0.0,13,Public services,294812,,,-7.8,,-11.1,-1.0,1022.7,250.0,4.1,1451617200
1159,1,16.9932,13,Office,671507,,,-7.8,,-11.1,-1.0,1022.7,250.0,4.1,1451617200
1160,1,0.0,13,Office,80205,,,-7.8,,-11.1,-1.0,1022.7,250.0,4.1,1451617200
1161,1,0.0,13,Office,53077,,,-7.8,,-11.1,-1.0,1022.7,250.0,4.1,1451617200
1162,1,10.6624,13,Office,72958,,,-7.8,,-11.1,-1.0,1022.7,250.0,4.1,1451617200
1163,1,3.8318,13,Parking,83919,,,-7.8,,-11.1,-1.0,1022.7,250.0,4.1,1451617200
1164,1,57.9768,13,Office,249457,,,-7.8,,-11.1,-1.0,1022.7,250.0,4.1,1451617200
1167,1,0.0,13,Office,52748,,,-7.8,,-11.1,-1.0,1022.7,250.0,4.1,1451617200
1168,1,12.4638,13,Office,577101,,,-7.8,,-11.1,-1.0,1022.7,250.0,4.1,1451617200
1169,1,100.96,13,Education,155439,,,-7.8,,-11.1,-1.0,1022.7,250.0,4.1,1451617200
1176,1,9.8294,13,Education,142672,,,-7.8,,-11.1,-1.0,1022.7,250.0,4.1,1451617200
1177,1,0.0,13,Office,20444,,,-7.8,,-11.1,-1.0,1022.7,250.0,4.1,1451617200
1179,1,33.6532,13,Entertainment/public assembly,143228,,,-7.8,,-11.1,-1.0,1022.7,250.0,4.1,1451617200
1180,1,11.9952,13,Education,95182,,,-7.8,,-11.1,-1.0,1022.7,250.0,4.1,1451617200
1185,1,0.0,13,Office,129532,,,-7.8,,-11.1,-1.0,1022.7,250.0,4.1,1451617200
1187,1,2.9988,13,Office,121714,,,-7.8,,-11.1,-1.0,1022.7,250.0,4.1,1451617200
1189,1,0.0,13,Office,98212,,,-7.8,,-11.1,-1.0,1022.7,250.0,4.1,1451617200
1191,1,0.0,13,Education,192152,,,-7.8,,-11.1,-1.0,1022.7,250.0,4.1,1451617200
1193,1,0.6664,13,Office,106511,,,-7.8,,-11.1,-1.0,1022.7,250.0,4.1,1451617200
1196,1,0.0,13,Entertainment/public assembly,57201,,,-7.8,,-11.1,-1.0,1022.7,250.0,4.1,1451617200
1201,1,0.0,13,Education,73597,,,-7.8,,-11.1,-1.0,1022.7,250.0,4.1,1451617200
1202,1,91.2968,13,Office,16805,,,-7.8,,-11.1,-1.0,1022.7,250.0,4.1,1451617200
1206,1,0.7497,13,Office,99946,,,-7.8,,-11.1,-1.0,1022.7,250.0,4.1,1451617200
1207,1,0.0,13,Healthcare,74443,,,-7.8,,-11.1,-1.0,1022.7,250.0,4.1,1451617200
1208,1,0.0,13,Healthcare,121585,,,-7.8,,-11.1,-1.0,1022.7,250.0,4.1,1451617200
1210,1,2.3324,13,Office,92500,,,-7.8,,-11.1,-1.0,1022.7,250.0,4.1,1451617200
1211,1,0.0,13,Office,94988,,,-7.8,,-11.1,-1.0,1022.7,250.0,4.1,1451617200
1212,1,833.0,13,Public services,237518,,,-7.8,,-11.1,-1.0,1022.7,250.0,4.1,1451617200
1214,1,74.97,13,Office,195437,,,-7.8,,-11.1,-1.0,1022.7,250.0,4.1,1451617200
1216,1,0.0,13,Office,15269,,,-7.8,,-11.1,-1.0,1022.7,250.0,4.1,1451617200
1217,1,0.0,13,Education,73044,,,-7.8,,-11.1,-1.0,1022.7,250.0,4.1,1451617200
1218,1,0.0,13,Entertainment/public assembly,268480,,,-7.8,,-11.1,-1.0,1022.7,250.0,4.1,1451617200
1219,1,0.0,13,Office,91316,,,-7.8,,-11.1,-1.0,1022.7,250.0,4.1,1451617200
1220,1,0.0,13,Public services,381221,,,-7.8,,-11.1,-1.0,1022.7,250.0,4.1,1451617200
1223,1,145.619,14,Office,52141,,,5.6,,-1.1,0.0,1019.4,,1.5,1451617200
1224,1,158.857,14,Office,23481,,,5.6,,-1.1,0.0,1019.4,,1.5,1451617200
1225,1,499.856,14,Office,122746,,,5.6,,-1.1,0.0,1019.4,,1.5,1451617200
1226,1,102.144,14,Education,27995,,,5.6,,-1.1,0.0,1019.4,,1.5,1451617200
1227,1,237.908,14,Education,76903,,,5.6,,-1.1,0.0,1019.4,,1.5,1451617200
1228,1,0.0,14,Office,162549,,,5.6,,-1.1,0.0,1019.4,,1.5,1451617200
1229,1,113.272,14,Office,27646,,,5.6,,-1.1,0.0,1019.4,,1.5,1451617200
1230,1,42.5,14,Office,22524,,,5.6,,-1.1,0.0,1019.4,,1.5,1451617200
1232,1,342.705,14,Education,181328,,,5.6,,-1.1,0.0,1019.4,,1.5,1451617200
1233,1,30.1224,14,Education,43143,,,5.6,,-1.1,0.0,1019.4,,1.5,1451617200
1234,1,32.143,14,Education,46037,,,5.6,,-1.1,0.0,1019.4,,1.5,1451617200
1235,1,2190.8,14,Public services,278369,,,5.6,,-1.1,0.0,1019.4,,1.5,1451617200
1236,1,154.744,14,Office,61756,,,5.6,,-1.1,0.0,1019.4,,1.5,1451617200
1237,1,0.0,14,Office,42755,,,5.6,,-1.1,0.0,1019.4,,1.5,1451617200
1238,1,28.1301,14,Office,129707,,,5.6,,-1.1,0.0,1019.4,,1.5,1451617200
1240,1,738.815,14,Public services,73277,,,5.6,,-1.1,0.0,1019.4,,1.5,1451617200
1241,1,2011.18,14,Healthcare,194188,,,5.6,,-1.1,0.0,1019.4,,1.5,1451617200
1242,1,0.06,14,Office,23871,,,5.6,,-1.1,0.0,1019.4,,1.5,1451617200
1243,1,91.8606,14,Healthcare,237704,,,5.6,,-1.1,0.0,1019.4,,1.5,1451617200
1244,1,452.773,14,Public services,95526,,,5.6,,-1.1,0.0,1019.4,,1.5,1451617200
1245,1,0.0,14,Healthcare,35354,,,5.6,,-1.1,0.0,1019.4,,1.5,1451617200
1246,1,0.0,14,Office,50327,,,5.6,,-1.1,0.0,1019.4,,1.5,1451617200
1247,1,0.0,14,Food sales and service,69876,,,5.6,,-1.1,0.0,1019.4,,1.5,1451617200
1248,1,253.289,14,Office,78002,,,5.6,,-1.1,0.0,1019.4,,1.5,1451617200
1249,1,662.382,14,Office,159384,,,5.6,,-1.1,0.0,1019.4,,1.5,1451617200
1250,1,2406.92,14,Education,232139,,,5.6,,-1.1,0.0,1019.4,,1.5,1451617200
1251,1,399.984,14,Education,104604,,,5.6,,-1.1,0.0,1019.4,,1.5,1451617200
1252,1,1761.1,14,Education,116249,,,5.6,,-1.1,0.0,1019.4,,1.5,1451617200
1253,1,517.657,14,Education,134748,,,5.6,,-1.1,0.0,1019.4,,1.5,1451617200
1254,1,0.0,14,Education,24979,,,5.6,,-1.1,0.0,1019.4,,1.5,1451617200
1255,1,73.8465,14,Office,23702,,,5.6,,-1.1,0.0,1019.4,,1.5,1451617200
1258,1,1818.48,14,Education,273234,,,5.6,,-1.1,0.0,1019.4,,1.5,1451617200
1259,1,101.337,14,Education,71088,,,5.6,,-1.1,0.0,1019.4,,1.5,1451617200
1260,1,0.0,14,Office,86455,,,5.6,,-1.1,0.0,1019.4,,1.5,1451617200
1262,1,44.0,14,Office,65000,,,5.6,,-1.1,0.0,1019.4,,1.5,1451617200
1263,1,170.326,14,Education,97838,,,5.6,,-1.1,0.0,1019.4,,1.5,1451617200
1264,1,237.356,14,Education,33012,,,5.6,,-1.1,0.0,1019.4,,1.5,1451617200
1265,1,0.0,14,Food sales and service,35605,,,5.6,,-1.1,0.0,1019.4,,1.5,1451617200
1266,1,34.0768,14,Public services,13469,,,5.6,,-1.1,0.0,1019.4,,1.5,1451617200
1268,1,204.56,14,Office,43007,,,5.6,,-1.1,0.0,1019.4,,1.5,1451617200
1269,1,5.1657,14,Healthcare,56388,,,5.6,,-1.1,0.0,1019.4,,1.5,1451617200
1270,1,0.0,14,Entertainment/public assembly,18551,,,5.6,,-1.1,0.0,1019.4,,1.5,1451617200
1271,1,0.0,14,Public services,20540,,,5.6,,-1.1,0.0,1019.4,,1.5,1451617200
1272,1,0.0,14,Public services,247471,,,5.6,,-1.1,0.0,1019.4,,1.5,1451617200
1273,1,0.0,14,Office,104089,,,5.6,,-1.1,0.0,1019.4,,1.5,1451617200
1274,1,0.0,14,Office,17077,,,5.6,,-1.1,0.0,1019.4,,1.5,1451617200
1275,1,0.0,14,Office,114166,,,5.6,,-1.1,0.0,1019.4,,1.5,1451617200
1276,1,0.0,14,Office,53860,,,5.6,,-1.1,0.0,1019.4,,1.5,1451617200
1280,1,36.75,14,Lodging/residential,79900,,,5.6,,-1.1,0.0,1019.4,,1.5,1451617200
1283,1,380.501,14,Public services,76537,,,5.6,,-1.1,0.0,1019.4,,1.5,1451617200
1284,1,1019.63,14,Education,442438,,,5.6,,-1.1,0.0,1019.4,,1.5,1451617200
1285,1,125.725,14,Healthcare,130067,,,5.6,,-1.1,0.0,1019.4,,1.5,1451617200
1286,1,174.264,14,Healthcare,205472,,,5.6,,-1.1,0.0,1019.4,,1.5,1451617200
1287,1,53.0687,14,Education,60582,,,5.6,,-1.1,0.0,1019.4,,1.5,1451617200
1288,1,322.881,14,Education,164206,,,5.6,,-1.1,0.0,1019.4,,1.5,1451617200
1289,1,4961.15,14,Education,194441,,,5.6,,-1.1,0.0,1019.4,,1.5,1451617200
1290,1,411.949,14,Education,200442,,,5.6,,-1.1,0.0,1019.4,,1.5,1451617200
1291,1,1217.82,14,Office,237546,,,5.6,,-1.1,0.0,1019.4,,1.5,1451617200
1292,1,351.908,14,Office,58196,,,5.6,,-1.1,0.0,1019.4,,1.5,1451617200
1293,1,263.875,14,Office,51471,,,5.6,,-1.1,0.0,1019.4,,1.5,1451617200
1294,1,96.2287,14,Office,15649,,,5.6,,-1.1,0.0,1019.4,,1.5,1451617200
1295,1,48.554,14,Office,115676,,,5.6,,-1.1,0.0,1019.4,,1.5,1451617200
1296,1,160.562,14,Office,8836,,,5.6,,-1.1,0.0,1019.4,,1.5,1451617200
1297,1,390.121,14,Office,21469,,,5.6,,-1.1,0.0,1019.4,,1.5,1451617200
1298,1,1909.73,14,Education,171084,,,5.6,,-1.1,0.0,1019.4,,1.5,1451617200
1299,1,256.318,14,Education,25401,,,5.6,,-1.1,0.0,1019.4,,1.5,1451617200
1300,1,131.289,14,Healthcare,25609,,,5.6,,-1.1,0.0,1019.4,,1.5,1451617200
1301,1,504.028,14,Education,62242,,,5.6,,-1.1,0.0,1019.4,,1.5,1451617200
1302,1,555.954,14,Office,90411,,,5.6,,-1.1,0.0,1019.4,,1.5,1451617200
1303,1,2228.05,14,Healthcare,200000,,,5.6,,-1.1,0.0,1019.4,,1.5,1451617200
1306,1,58.1499,14,Lodging/residential,54172,,,5.6,,-1.1,0.0,1019.4,,1.5,1451617200
1307,1,0.0,14,Lodging/residential,66013,,,5.6,,-1.1,0.0,1019.4,,1.5,1451617200
1308,1,0.0,14,Lodging/residential,62279,,,5.6,,-1.1,0.0,1019.4,,1.5,1451617200
1309,1,33.342,14,Lodging/residential,58041,,,5.6,,-1.1,0.0,1019.4,,1.5,1451617200
1310,1,0.0,14,Lodging/residential,57274,,,5.6,,-1.1,0.0,1019.4,,1.5,1451617200
1311,1,0.0,14,Lodging/residential,66794,,,5.6,,-1.1,0.0,1019.4,,1.5,1451617200
1312,1,21.6988,14,Lodging/residential,75000,,,5.6,,-1.1,0.0,1019.4,,1.5,1451617200
1317,1,881.126,14,Entertainment/public assembly,180806,,,5.6,,-1.1,0.0,1019.4,,1.5,1451617200
1318,1,18.5289,14,Entertainment/public assembly,73488,,,5.6,,-1.1,0.0,1019.4,,1.5,1451617200
1319,1,24.0786,14,Entertainment/public assembly,287419,,,5.6,,-1.1,0.0,1019.4,,1.5,1451617200
1321,1,0.0,14,Entertainment/public assembly,370024,,,5.6,,-1.1,0.0,1019.4,,1.5,1451617200
1322,1,0.0,14,Entertainment/public assembly,166489,,,5.6,,-1.1,0.0,1019.4,,1.5,1451617200
1323,1,0.0,14,Office,87200,,,5.6,,-1.1,0.0,1019.4,,1.5,1451617200
1324,1,0.0,14,Entertainment/public assembly,84688,,,5.6,,-1.1,0.0,1019.4,,1.5,1451617200
1326,1,3.5943,15,Office,46981,1962.0,,-1.0,,-2.0,,,340.0,2.1,1451617200
1328,1,6.6492,15,Education,279840,2008.0,,-1.0,,-2.0,,,340.0,2.1,1451617200
1329,1,57.0752,15,Technology/science,60100,1912.0,,-1.0,,-2.0,,,340.0,2.1,1451617200
1331,1,29.2289,15,Education,171008,1930.0,,-1.0,,-2.0,,,340.0,2.1,1451617200
1332,1,30.8264,15,Education,47398,1912.0,,-1.0,,-2.0,,,340.0,2.1,1451617200
1333,1,23.5968,15,Office,31316,1913.0,,-1.0,,-2.0,,,340.0,2.1,1451617200
1334,1,3.713,15,Office,130794,1933.0,,-1.0,,-2.0,,,340.0,2.1,1451617200
1336,1,0.0,15,Office,31053,1915.0,,-1.0,,-2.0,,,340.0,2.1,1451617200
1337,1,1.4437,15,Office,14744,1910.0,,-1.0,,-2.0,,,340.0,2.1,1451617200
1339,1,0.0,15,Education,140488,1961.0,,-1.0,,-2.0,,,340.0,2.1,1451617200
1341,1,1.3225,15,Education,18342,1960.0,,-1.0,,-2.0,,,340.0,2.1,1451617200
1342,1,0.0,15,Education,116854,1978.0,,-1.0,,-2.0,,,340.0,2.1,1451617200
1343,1,0.0261,15,Office,110380,1985.0,,-1.0,,-2.0,,,340.0,2.1,1451617200
1344,1,0.0,15,Education,125507,1974.0,,-1.0,,-2.0,,,340.0,2.1,1451617200
1345,1,3.571,15,Education,20889,1976.0,,-1.0,,-2.0,,,340.0,2.1,1451617200
1347,1,25.8263,15,Education,322341,1995.0,,-1.0,,-2.0,,,340.0,2.1,1451617200
1348,1,17.1508,15,Education,131271,2010.0,,-1.0,,-2.0,,,340.0,2.1,1451617200
1349,1,0.0,15,Manufacturing/industrial,7919,1970.0,,-1.0,,-2.0,,,340.0,2.1,1451617200
1350,1,0.0,15,Education,149762,2004.0,,-1.0,,-2.0,,,340.0,2.1,1451617200
1351,1,1.3104,15,Office,40611,,,-1.0,,-2.0,,,340.0,2.1,1451617200
1352,1,18.3472,15,Office,42755,,,-1.0,,-2.0,,,340.0,2.1,1451617200
1353,1,2.4429,15,Religious worship,22201,,,-1.0,,-2.0,,,340.0,2.1,1451617200
1354,1,0.1095,15,Education,23232,,,-1.0,,-2.0,,,340.0,2.1,1451617200
1355,1,0.9108,15,Education,50567,,,-1.0,,-2.0,,,340.0,2.1,1451617200
1357,1,14.9693,15,Office,21618,,,-1.0,,-2.0,,,340.0,2.1,1451617200
1358,1,20.0546,15,Lodging/residential,61439,1903.0,,-1.0,,-2.0,,,340.0,2.1,1451617200
1359,1,16.9259,15,Education,124289,1904.0,,-1.0,,-2.0,,,340.0,2.1,1451617200
1361,1,3.2246,15,Education,233863,1921.0,,-1.0,,-2.0,,,340.0,2.1,1451617200
1362,1,19.3185,15,Education,113988,1923.0,,-1.0,,-2.0,,,340.0,2.1,1451617200
1363,1,13.0289,15,Office,157933,1932.0,,-1.0,,-2.0,,,340.0,2.1,1451617200
1366,1,5.5068,15,Office,87977,1947.0,,-1.0,,-2.0,,,340.0,2.1,1451617200
1367,1,43.0577,15,Education,33695,1948.0,,-1.0,,-2.0,,,340.0,2.1,1451617200
1368,1,0.4964,15,Entertainment/public assembly,199037,1949.0,,-1.0,,-2.0,,,340.0,2.1,1451617200
1372,1,38.8478,15,Education,16289,1957.0,,-1.0,,-2.0,,,340.0,2.1,1451617200
1374,1,11.4888,15,Office,159662,1956.0,,-1.0,,-2.0,,,340.0,2.1,1451617200
1375,1,2.0383,15,Office,115288,1957.0,,-1.0,,-2.0,,,340.0,2.1,1451617200
1376,1,5.8757,15,Public services,240026,1960.0,,-1.0,,-2.0,,,340.0,2.1,1451617200
1377,1,177.197,15,Education,74599,1984.0,,-1.0,,-2.0,,,340.0,2.1,1451617200
1379,1,6.6207,15,Office,49553,1963.0,,-1.0,,-2.0,,,340.0,2.1,1451617200
1380,1,12.3821,15,Education,204029,2010.0,,-1.0,,-2.0,,,340.0,2.1,1451617200
1381,1,2.4392,15,Office,84615,1963.0,,-1.0,,-2.0,,,340.0,2.1,1451617200
1383,1,3.5337,15,Education,105612,1967.0,,-1.0,,-2.0,,,340.0,2.1,1451617200
1384,1,2.3519,15,Education,56969,1967.0,,-1.0,,-2.0,,,340.0,2.1,1451617200
1386,1,79.426,15,Entertainment/public assembly,82035,1975.0,,-1.0,,-2.0,,,340.0,2.1,1451617200
1388,1,57.7219,15,Healthcare,45465,1990.0,,-1.0,,-2.0,,,340.0,2.1,1451617200
1389,1,27.1992,15,Entertainment/public assembly,17104,1953.0,,-1.0,,-2.0,,,340.0,2.1,1451617200
1390,1,3.3504,15,Entertainment/public assembly,93608,1951.0,,-1.0,,-2.0,,,340.0,2.1,1451617200
1391,1,0.0,15,Entertainment/public assembly,68693,1956.0,,-1.0,,-2.0,,,340.0,2.1,1451617200
1394,1,0.0,15,Entertainment/public assembly,16351,2002.0,,-1.0,,-2.0,,,340.0,2.1,1451617200
1395,1,0.0,15,Lodging/residential,98624,,,-1.0,,-2.0,,,340.0,2.1,1451617200
1396,1,0.0,15,Lodging/residential,96336,1913.0,,-1.0,,-2.0,,,340.0,2.1,1451617200
1397,1,0.0,15,Lodging/residential,19984,1914.0,,-1.0,,-2.0,,,340.0,2.1,1451617200
1398,1,0.0,15,Lodging/residential,20291,1925.0,,-1.0,,-2.0,,,340.0,2.1,1451617200
1400,1,3.7246,15,Lodging/residential,21168,1928.0,,-1.0,,-2.0,,,340.0,2.1,1451617200
1401,1,10.4795,15,Lodging/residential,168791,1946.0,,-1.0,,-2.0,,,340.0,2.1,1451617200
1404,1,1.2678,15,Lodging/residential,169290,2006.0,,-1.0,,-2.0,,,340.0,2.1,1451617200
1405,1,1.2022,15,Lodging/residential,142901,2007.0,,-1.0,,-2.0,,,340.0,2.1,1451617200
1407,1,16.2754,15,Lodging/residential,83141,2006.0,,-1.0,,-2.0,,,340.0,2.1,1451617200
1408,1,12.6958,15,Entertainment/public assembly,28760,2007.0,,-1.0,,-2.0,,,340.0,2.1,1451617200
1409,1,18.8264,15,Lodging/residential,48881,1902.0,,-1.0,,-2.0,,,340.0,2.1,1451617200
1410,1,10.3668,15,Office,11524,1994.0,,-1.0,,-2.0,,,340.0,2.1,1451617200
1411,1,0.0,15,Education,9111,1958.0,,-1.0,,-2.0,,,340.0,2.1,1451617200
1412,1,0.0,15,Lodging/residential,39538,1953.0,,-1.0,,-2.0,,,340.0,2.1,1451617200
161,1,0.0,2,Education,11329,,,11.7,2.0,-6.7,0.0,1017.0,270.0,3.1,1451620800
162,1,0.0,2,Education,98829,1968.0,,11.7,2.0,-6.7,0.0,1017.0,270.0,3.1,1451620800
163,1,0.0,2,Education,72102,1970.0,,11.7,2.0,-6.7,0.0,1017.0,270.0,3.1,1451620800
166,1,218.467,2,Lodging/residential,553210,2009.0,,11.7,2.0,-6.7,0.0,1017.0,270.0,3.1,1451620800
167,1,0.0,2,Lodging/residential,86323,1956.0,,11.7,2.0,-6.7,0.0,1017.0,270.0,3.1,1451620800
168,1,44.6992,2,Education,183460,2005.0,,11.7,2.0,-6.7,0.0,1017.0,270.0,3.1,1451620800
169,1,186.041,2,Education,179559,2006.0,,11.7,2.0,-6.7,0.0,1017.0,270.0,3.1,1451620800
170,1,8.5811,2,Retail,45224,1982.0,,11.7,2.0,-6.7,0.0,1017.0,270.0,3.1,1451620800
171,1,0.0,2,Office,131797,1968.0,,11.7,2.0,-6.7,0.0,1017.0,270.0,3.1,1451620800
172,1,0.0,2,Office,121440,1983.0,,11.7,2.0,-6.7,0.0,1017.0,270.0,3.1,1451620800
173,1,26.8687,2,Education,90903,,,11.7,2.0,-6.7,0.0,1017.0,270.0,3.1,1451620800
174,1,55.5311,2,Education,90900,,,11.7,2.0,-6.7,0.0,1017.0,270.0,3.1,1451620800
