building_id,meter,site_id,primary_use,square_feet,year_built,floor_count,air_temperature,cloud_coverage,dew_temperature,precip_depth_1_hr,sea_level_pressure,wind_direction,wind_speed,unixtimestamp,m0,m1,m2,m3
1148,1,13,Office,861524,,,-8.3,8.0,-12.2,,1023.3,250.0,4.1,1451606400,0,40,0,0
1148,2,13,Office,861524,,,-8.3,8.0,-12.2,,1023.3,250.0,4.1,1451606400,0,0,55125,0
1149,0,13,Office,293990,,,-8.3,8.0,-12.2,,1023.3,250.0,4.1,1451606400,255,0,0,0
1149,2,13,Office,293990,,,-8.3,8.0,-12.2,,1023.3,250.0,4.1,1451606400,0,0,1458,0
1150,0,13,Office,196043,,,-8.3,8.0,-12.2,,1023.3,250.0,4.1,1451606400,71,0,0,0
1150,1,13,Office,196043,,,-8.3,8.0,-12.2,,1023.3,250.0,4.1,1451606400,0,0,0,0
1150,2,13,Office,196043,,,-8.3,8.0,-12.2,,1023.3,250.0,4.1,1451606400,0,0,1801,0
1151,0,13,Office,267536,,,-8.3,8.0,-12.2,,1023.3,250.0,4.1,1451606400,219,0,0,0
1151,1,13,Office,267536,,,-8.3,8.0,-12.2,,1023.3,250.0,4.1,1451606400,0,51,0,0
1151,2,13,Office,267536,,,-8.3,8.0,-12.2,,1023.3,250.0,4.1,1451606400,0,0,366,0
1152,0,13,Office,118858,,,-8.3,8.0,-12.2,,1023.3,250.0,4.1,1451606400,355,0,0,0
1152,1,13,Office,118858,,,-8.3,8.0,-12.2,,1023.3,250.0,4.1,1451606400,0,0,0,0
1152,2,13,Office,118858,,,-8.3,8.0,-12.2,,1023.3,250.0,4.1,1451606400,0,0,4750,0
1153,0,13,Technology/science,89456,,,-8.3,8.0,-12.2,,1023.3,250.0,4.1,1451606400,0,0,0,0
1154,0,13,Lodging/residential,262156,,,-8.3,8.0,-12.2,,1023.3,250.0,4.1,1451606400,215,0,0,0
1154,1,13,Lodging/residential,262156,,,-8.3,8.0,-12.2,,1023.3,250.0,4.1,1451606400,0,0,0,0
1154,2,13,Lodging/residential,262156,,,-8.3,8.0,-12.2,,1023.3,250.0,4.1,1451606400,0,0,6562,0
1155,2,13,Warehouse/storage,19059,,,-8.3,8.0,-12.2,,1023.3,250.0,4.1,1451606400,0,0,268,0
1156,0,13,Education,259989,,,-8.3,8.0,-12.2,,1023.3,250.0,4.1,1451606400,1082,0,0,0
1156,1,13,Education,259989,,,-8.3,8.0,-12.2,,1023.3,250.0,4.1,1451606400,0,535,0,0
1156,2,13,Education,259989,,,-8.3,8.0,-12.2,,1023.3,250.0,4.1,1451606400,0,0,12984,0
1157,0,13,Education,37107,,,-8.3,8.0,-12.2,,1023.3,250.0,4.1,1451606400,130,0,0,0
1157,1,13,Education,37107,,,-8.3,8.0,-12.2,,1023.3,250.0,4.1,1451606400,0,0,0,0
1157,2,13,Education,37107,,,-8.3,8.0,-12.2,,1023.3,250.0,4.1,1451606400,0,0,2283,0
1158,0,13,Public services,294812,,,-8.3,8.0,-12.2,,1023.3,250.0,4.1,1451606400,151,0,0,0
1158,1,13,Public services,294812,,,-8.3,8.0,-12.2,,1023.3,250.0,4.1,1451606400,0,0,0,0
1158,2,13,Public services,294812,,,-8.3,8.0,-12.2,,1023.3,250.0,4.1,1451606400,0,0,1859,0
1159,0,13,Office,671507,,,-8.3,8.0,-12.2,,1023.3,250.0,4.1,1451606400,872,0,0,0
1159,1,13,Office,671507,,,-8.3,8.0,-12.2,,1023.3,250.0,4.1,1451606400,0,16,0,0
1159,2,13,Office,671507,,,-8.3,8.0,-12.2,,1023.3,250.0,4.1,1451606400,0,0,37687,0
1160,0,13,Office,80205,,,-8.3,8.0,-12.2,,1023.3,250.0,4.1,1451606400,23,0,0,0
1160,1,13,Office,80205,,,-8.3,8.0,-12.2,,1023.3,250.0,4.1,1451606400,0,0,0,0
1161,0,13,Office,53077,,,-8.3,8.0,-12.2,,1023.3,250.0,4.1,1451606400,18,0,0,0
1161,1,13,Office,53077,,,-8.3,8.0,-12.2,,1023.3,250.0,4.1,1451606400,0,0,0,0
1162,0,13,Office,72958,,,-8.3,8.0,-12.2,,1023.3,250.0,4.1,1451606400,45,0,0,0
1162,1,13,Office,72958,,,-8.3,8.0,-12.2,,1023.3,250.0,4.1,1451606400,0,12,0,0
1162,2,13,Office,72958,,,-8.3,8.0,-12.2,,1023.3,250.0,4.1,1451606400,0,0,625,0
1163,0,13,Parking,83919,,,-8.3,8.0,-12.2,,1023.3,250.0,4.1,1451606400,52,0,0,0
1163,1,13,Parking,83919,,,-8.3,8.0,-12.2,,1023.3,250.0,4.1,1451606400,0,3,0,0
1163,2,13,Parking,83919,,,-8.3,8.0,-12.2,,1023.3,250.0,4.1,1451606400,0,0,652,0
1164,0,13,Office,249457,,,-8.3,8.0,-12.2,,1023.3,250.0,4.1,1451606400,241,0,0,0
1164,1,13,Office,249457,,,-8.3,8.0,-12.2,,1023.3,250.0,4.1,1451606400,0,51,0,0
1164,2,13,Office,249457,,,-8.3,8.0,-12.2,,1023.3,250.0,4.1,1451606400,0,0,2132,0
1165,0,13,Office,28991,,,-8.3,8.0,-12.2,,1023.3,250.0,4.1,1451606400,19,0,0,0
1166,0,13,Office,63771,,,-8.3,8.0,-12.2,,1023.3,250.0,4.1,1451606400,50,0,0,0
1167,0,13,Office,52748,,,-8.3,8.0,-12.2,,1023.3,250.0,4.1,1451606400,32,0,0,0
1167,1,13,Office,52748,,,-8.3,8.0,-12.2,,1023.3,250.0,4.1,1451606400,0,0,0,0
1167,2,13,Office,52748,,,-8.3,8.0,-12.2,,1023.3,250.0,4.1,1451606400,0,0,319,0
1168,0,13,Office,577101,,,-8.3,8.0,-12.2,,1023.3,250.0,4.1,1451606400,1035,0,0,0
1168,1,13,Office,577101,,,-8.3,8.0,-12.2,,1023.3,250.0,4.1,1451606400,0,12,0,0
1168,2,13,Office,577101,,,-8.3,8.0,-12.2,,1023.3,250.0,4.1,1451606400,0,0,57375,0
1169,0,13,Education,155439,,,-8.3,8.0,-12.2,,1023.3,250.0,4.1,1451606400,0,0,0,0
1169,1,13,Education,155439,,,-8.3,8.0,-12.2,,1023.3,250.0,4.1,1451606400,0,102,0,0
1169,2,13,Education,155439,,,-8.3,8.0,-12.2,,1023.3,250.0,4.1,1451606400,0,0,5437,0
1170,0,13,Office,59476,,,-8.3,8.0,-12.2,,1023.3,250.0,4.1,1451606400,30,0,0,0
1171,0,13,Manufacturing/industrial,56851,,,-8.3,8.0,-12.2,,1023.3,250.0,4.1,1451606400,50,0,0,0
1171,2,13,Manufacturing/industrial,56851,,,-8.3,8.0,-12.2,,1023.3,250.0,4.1,1451606400,0,0,1197,0
1172,0,13,Manufacturing/industrial,63847,,,-8.3,8.0,-12.2,,1023.3,250.0,4.1,1451606400,144,0,0,0
1172,2,13,Manufacturing/industrial,63847,,,-8.3,8.0,-12.2,,1023.3,250.0,4.1,1451606400,0,0,2312,0
1173,0,13,Manufacturing/industrial,13091,,,-8.3,8.0,-12.2,,1023.3,250.0,4.1,1451606400,12,0,0,0
1174,0,13,Other,27648,,,-8.3,8.0,-12.2,,1023.3,250.0,4.1,1451606400,25,0,0,0
1174,2,13,Other,27648,,,-8.3,8.0,-12.2,,1023.3,250.0,4.1,1451606400,0,0,11,0
1175,0,13,Manufacturing/industrial,81372,,,-8.3,8.0,-12.2,,1023.3,250.0,4.1,1451606400,54,0,0,0
1176,0,13,Education,142672,,,-8.3,8.0,-12.2,,1023.3,250.0,4.1,1451606400,70,0,0,0
1176,1,13,Education,142672,,,-8.3,8.0,-12.2,,1023.3,250.0,4.1,1451606400,0,13,0,0
1176,2,13,Education,142672,,,-8.3,8.0,-12.2,,1023.3,250.0,4.1,1451606400,0,0,0,0
1177,0,13,Office,20444,,,-8.3,8.0,-12.2,,1023.3,250.0,4.1,1451606400,25,0,0,0
1177,1,13,Office,20444,,,-8.3,8.0,-12.2,,1023.3,250.0,4.1,1451606400,0,0,0,0
1178,0,13,Education,133072,,,-8.3,8.0,-12.2,,1023.3,250.0,4.1,1451606400,71,0,0,0
1178,2,13,Education,133072,,,-8.3,8.0,-12.2,,1023.3,250.0,4.1,1451606400,0,0,3062,0
1179,0,13,Entertainment/public assembly,143228,,,-8.3,8.0,-12.2,,1023.3,250.0,4.1,1451606400,463,0,0,0
1179,1,13,Entertainment/public assembly,143228,,,-8.3,8.0,-12.2,,1023.3,250.0,4.1,1451606400,0,40,0,0
1180,1,13,Education,95182,,,-8.3,8.0,-12.2,,1023.3,250.0,4.1,1451606400,0,14,0,0
1180,2,13,Education,95182,,,-8.3,8.0,-12.2,,1023.3,250.0,4.1,1451606400,0,0,2198,0
1181,0,13,Education,60606,,,-8.3,8.0,-12.2,,1023.3,250.0,4.1,1451606400,109,0,0,0
1182,0,13,Warehouse/storage,66585,,,-8.3,8.0,-12.2,,1023.3,250.0,4.1,1451606400,7,0,0,0
1183,0,13,Entertainment/public assembly,166856,,,-8.3,8.0,-12.2,,1023.3,250.0,4.1,1451606400,163,0,0,0
1184,0,13,Lodging/residential,74584,,,-8.3,8.0,-12.2,,1023.3,250.0,4.1,1451606400,43,0,0,0
1184,2,13,Lodging/residential,74584,,,-8.3,8.0,-12.2,,1023.3,250.0,4.1,1451606400,0,0,1055,0
1185,0,13,Office,129532,,,-8.3,8.0,-12.2,,1023.3,250.0,4.1,1451606400,121,0,0,0
1185,1,13,Office,129532,,,-8.3,8.0,-12.2,,1023.3,250.0,4.1,1451606400,0,0,0,0
1185,2,13,Office,129532,,,-8.3,8.0,-12.2,,1023.3,250.0,4.1,1451606400,0,0,1144,0
1186,0,13,Lodging/residential,157070,,,-8.3,8.0,-12.2,,1023.3,250.0,4.1,1451606400,109,0,0,0
1186,2,13,Lodging/residential,157070,,,-8.3,8.0,-12.2,,1023.3,250.0,4.1,1451606400,0,0,4000,0
1187,1,13,Office,121714,,,-8.3,8.0,-12.2,,1023.3,250.0,4.1,1451606400,0,3,0,0
1187,2,13,Office,121714,,,-8.3,8.0,-12.2,,1023.3,250.0,4.1,1451606400,0,0,408,0
1188,0,13,Office,37096,,,-8.3,8.0,-12.2,,1023.3,250.0,4.1,1451606400,21,0,0,0
1189,0,13,Office,98212,,,-8.3,8.0,-12.2,,1023.3,250.0,4.1,1451606400,264,0,0,0
1189,1,13,Office,98212,,,-8.3,8.0,-12.2,,1023.3,250.0,4.1,1451606400,0,0,0,0
1189,2,13,Office,98212,,,-8.3,8.0,-12.2,,1023.3,250.0,4.1,1451606400,0,0,0,0
1190,0,13,Office,39807,,,-8.3,8.0,-12.2,,1023.3,250.0,4.1,1451606400,22,0,0,0
1191,0,13,Education,192152,,,-8.3,8.0,-12.2,,1023.3,250.0,4.1,1451606400,403,0,0,0
1191,1,13,Education,192152,,,-8.3,8.0,-12.2,,1023.3,250.0,4.1,1451606400,0,0,0,0
1191,2,13,Education,192152,,,-8.3,8.0,-12.2,,1023.3,250.0,4.1,1451606400,0,0,5015,0
1192,2,13,Office,43587,,,-8.3,8.0,-12.2,,1023.3,250.0,4.1,1451606400,0,0,851,0
1193,0,13,Office,106511,,,-8.3,8.0,-12.2,,1023.3,250.0,4.1,1451606400,40,0,0,0
1193,1,13,Office,106511,,,-8.3,8.0,-12.2,,1023.3,250.0,4.1,1451606400,0,0,0,0
1194,0,13,Office,35829,,,-8.3,8.0,-12.2,,1023.3,250.0,4.1,1451606400,39,0,0,0
1195,0,13,Office,16472,,,-8.3,8.0,-12.2,,1023.3,250.0,4.1,1451606400,21,0,0,0
1196,0,13,Entertainment/public assembly,57201,,,-8.3,8.0,-12.2,,1023.3,250.0,4.1,1451606400,45,0,0,0
1196,1,13,Entertainment/public assembly,57201,,,-8.3,8.0,-12.2,,1023.3,250.0,4.1,1451606400,0,0,0,0
1197,0,13,Services,50552,,,-8.3,8.0,-12.2,,1023.3,250.0,4.1,1451606400,153,0,0,0
1197,2,13,Services,50552,,,-8.3,8.0,-12.2,,1023.3,250.0,4.1,1451606400,0,0,103312,0
1198,0,13,Education,85164,,,-8.3,8.0,-12.2,,1023.3,250.0,4.1,1451606400,56,0,0,0
1198,2,13,Education,85164,,,-8.3,8.0,-12.2,,1023.3,250.0,4.1,1451606400,0,0,2921,0
1199,0,13,Warehouse/storage,10559,,,-8.3,8.0,-12.2,,1023.3,250.0,4.1,1451606400,18,0,0,0
1200,0,13,Entertainment/public assembly,545351,,,-8.3,8.0,-12.2,,1023.3,250.0,4.1,1451606400,591,0,0,0
1200,2,13,Entertainment/public assembly,545351,,,-8.3,8.0,-12.2,,1023.3,250.0,4.1,1451606400,0,0,6838,0
1201,0,13,Education,73597,,,-8.3,8.0,-12.2,,1023.3,250.0,4.1,1451606400,18,0,0,0
1201,1,13,Education,73597,,,-8.3,8.0,-12.2,,1023.3,250.0,4.1,1451606400,0,0,0,0
1202,0,13,Office,16805,,,-8.3,8.0,-12.2,,1023.3,250.0,4.1,1451606400,194,0,0,0
1202,1,13,Office,16805,,,-8.3,8.0,-12.2,,1023.3,250.0,4.1,1451606400,0,90,0,0
1203,0,13,Lodging/residential,138602,,,-8.3,8.0,-12.2,,1023.3,250.0,4.1,1451606400,80,0,0,0
1203,2,13,Lodging/residential,138602,,,-8.3,8.0,-12.2,,1023.3,250.0,4.1,1451606400,0,0,6070,0
1204,2,13,Office,38382,,,-8.3,8.0,-12.2,,1023.3,250.0,4.1,1451606400,0,0,368,0
1205,0,13,Parking,178270,,,-8.3,8.0,-12.2,,1023.3,250.0,4.1,1451606400,127,0,0,0
1206,0,13,Office,99946,,,-8.3,8.0,-12.2,,1023.3,250.0,4.1,1451606400,68,0,0,0
1206,1,13,Office,99946,,,-8.3,8.0,-12.2,,1023.3,250.0,4.1,1451606400,0,0,0,0
1206,2,13,Office,99946,,,-8.3,8.0,-12.2,,1023.3,250.0,4.1,1451606400,0,0,4368,0
1207,0,13,Healthcare,74443,,,-8.3,8.0,-12.2,,1023.3,250.0,4.1,1451606400,150,0,0,0
1207,1,13,Healthcare,74443,,,-8.3,8.0,-12.2,,1023.3,250.0,4.1,1451606400,0,0,0,0
1207,2,13,Healthcare,74443,,,-8.3,8.0,-12.2,,1023.3,250.0,4.1,1451606400,0,0,0,0
1208,0,13,Healthcare,121585,,,-8.3,8.0,-12.2,,1023.3,250.0,4.1,1451606400,186,0,0,0
1208,1,13,Healthcare,121585,,,-8.3,8.0,-12.2,,1023.3,250.0,4.1,1451606400,0,0,0,0
1209,0,13,Healthcare,115788,,,-8.3,8.0,-12.2,,1023.3,250.0,4.1,1451606400,219,0,0,0
1209,2,13,Healthcare,115788,,,-8.3,8.0,-12.2,,1023.3,250.0,4.1,1451606400,0,0,5662,0
1210,0,13,Office,92500,,,-8.3,8.0,-12.2,,1023.3,250.0,4.1,1451606400,114,0,0,0
1210,1,13,Office,92500,,,-8.3,8.0,-12.2,,1023.3,250.0,4.1,1451606400,0,2,0,0
1210,2,13,Office,92500,,,-8.3,8.0,-12.2,,1023.3,250.0,4.1,1451606400,0,0,2367,0
1211,0,13,Office,94988,,,-8.3,8.0,-12.2,,1023.3,250.0,4.1,1451606400,35,0,0,0
1211,1,13,Office,94988,,,-8.3,8.0,-12.2,,1023.3,250.0,4.1,1451606400,0,0,0,0
1211,2,13,Office,94988,,,-8.3,8.0,-12.2,,1023.3,250.0,4.1,1451606400,0,0,1929,0
1212,0,13,Public services,237518,,,-8.3,8.0,-12.2,,1023.3,250.0,4.1,1451606400,919,0,0,0
1212,1,13,Public services,237518,,,-8.3,8.0,-12.2,,1023.3,250.0,4.1,1451606400,0,782,0,0
1212,2,13,Public services,237518,,,-8.3,8.0,-12.2,,1023.3,250.0,4.1,1451606400,0,0,2945,0
1213,0,13,Warehouse/storage,39464,,,-8.3,8.0,-12.2,,1023.3,250.0,4.1,1451606400,26,0,0,0
1214,0,13,Office,195437,,,-8.3,8.0,-12.2,,1023.3,250.0,4.1,1451606400,298,0,0,0
1214,1,13,Office,195437,,,-8.3,8.0,-12.2,,1023.3,250.0,4.1,1451606400,0,73,0,0
1214,2,13,Office,195437,,,-8.3,8.0,-12.2,,1023.3,250.0,4.1,1451606400,0,0,13125,0
1215,0,13,Parking,100328,,,-8.3,8.0,-12.2,,1023.3,250.0,4.1,1451606400,102,0,0,0
1216,0,13,Office,15269,,,-8.3,8.0,-12.2,,1023.3,250.0,4.1,1451606400,15,0,0,0
1216,1,13,Office,15269,,,-8.3,8.0,-12.2,,1023.3,250.0,4.1,1451606400,0,0,0,0
1217,0,13,Education,73044,,,-8.3,8.0,-12.2,,1023.3,250.0,4.1,1451606400,61,0,0,0
1217,1,13,Education,73044,,,-8.3,8.0,-12.2,,1023.3,250.0,4.1,1451606400,0,0,0,0
1218,0,13,Entertainment/public assembly,268480,,,-8.3,8.0,-12.2,,1023.3,250.0,4.1,1451606400,207,0,0,0
1218,1,13,Entertainment/public assembly,268480,,,-8.3,8.0,-12.2,,1023.3,250.0,4.1,1451606400,0,0,0,0
1218,2,13,Entertainment/public assembly,268480,,,-8.3,8.0,-12.2,,1023.3,250.0,4.1,1451606400,0,0,6000,0
1219,0,13,Office,91316,,,-8.3,8.0,-12.2,,1023.3,250.0,4.1,1451606400,103,0,0,0
1219,1,13,Office,91316,,,-8.3,8.0,-12.2,,1023.3,250.0,4.1,1451606400,0,0,0,0
1219,2,13,Office,91316,,,-8.3,8.0,-12.2,,1023.3,250.0,4.1,1451606400,0,0,172,0
1220,0,13,Public services,381221,,,-8.3,8.0,-12.2,,1023.3,250.0,4.1,1451606400,291,0,0,0
1220,1,13,Public services,381221,,,-8.3,8.0,-12.2,,1023.3,250.0,4.1,1451606400,0,25,0,0
1220,2,13,Public services,381221,,,-8.3,8.0,-12.2,,1023.3,250.0,4.1,1451606400,0,0,5296,0
1221,0,13,Office,29062,,,-8.3,8.0,-12.2,,1023.3,250.0,4.1,1451606400,0,0,0,0
1222,0,13,Lodging/residential,187174,,,-8.3,8.0,-12.2,,1023.3,250.0,4.1,1451606400,363,0,0,0
1223,0,14,Office,52141,,,,,,,,,,1451606400,79,0,0,0
1223,1,14,Office,52141,,,,,,,,,,1451606400,0,174,0,0
1223,3,14,Office,52141,,,,,,,,,,1451606400,0,0,0,436
1224,0,14,Office,23481,,,,,,,,,,1451606400,12,0,0,0
1224,1,14,Office,23481,,,,,,,,,,1451606400,0,170,0,0
1224,3,14,Office,23481,,,,,,,,,,1451606400,0,0,0,435
1225,0,14,Office,122746,,,,,,,,,,1451606400,185,0,0,0
1225,1,14,Office,122746,,,,,,,,,,1451606400,0,439,0,0
1225,2,14,Office,122746,,,,,,,,,,1451606400,0,0,368,0
1226,0,14,Education,27995,,,,,,,,,,1451606400,42,0,0,0
1226,1,14,Education,27995,,,,,,,,,,1451606400,0,100,0,0
1226,2,14,Education,27995,,,,,,,,,,1451606400,0,0,84,0
1227,0,14,Education,76903,,,,,,,,,,1451606400,52,0,0,0
1227,1,14,Education,76903,,,,,,,,,,1451606400,0,259,0,0
1227,3,14,Education,76903,,,,,,,,,,1451606400,0,0,0,0
1228,0,14,Office,162549,,,,,,,,,,1451606400,126,0,0,0
1228,1,14,Office,162549,,,,,,,,,,1451606400,0,0,0,0
1228,3,14,Office,162549,,,,,,,,,,1451606400,0,0,0,290
1229,0,14,Office,27646,,,,,,,,,,1451606400,14,0,0,0
1229,1,14,Office,27646,,,,,,,,,,1451606400,0,135,0,0
1229,3,14,Office,27646,,,,,,,,,,1451606400,0,0,0,339
1230,0,14,Office,22524,,,,,,,,,,1451606400,24,0,0,0
1230,1,14,Office,22524,,,,,,,,,,1451606400,0,46,0,0
1230,3,14,Office,22524,,,,,,,,,,1451606400,0,0,0,73
1231,0,14,Education,13220,,,,,,,,,,1451606400,10,0,0,0
1231,3,14,Education,13220,,,,,,,,,,1451606400,0,0,0,162
1232,0,14,Education,181328,,,,,,,,,,1451606400,211,0,0,0
1232,1,14,Education,181328,,,,,,,,,,1451606400,0,442,0,0
1232,2,14,Education,181328,,,,,,,,,,1451606400,0,0,0,0
1232,3,14,Education,181328,,,,,,,,,,1451606400,0,0,0,928
1233,0,14,Education,43143,,,,,,,,,,1451606400,28,0,0,0
1233,1,14,Education,43143,,,,,,,,,,1451606400,0,57,0,0
1233,3,14,Education,43143,,,,,,,,,,1451606400,0,0,0,47
1234,0,14,Education,46037,,,,,,,,,,1451606400,30,0,0,0
1234,1,14,Education,46037,,,,,,,,,,1451606400,0,61,0,0
1234,3,14,Education,46037,,,,,,,,,,1451606400,0,0,0,50
1235,0,14,Public services,278369,,,,,,,,,,1451606400,247,0,0,0
1235,1,14,Public services,278369,,,,,,,,,,1451606400,0,2311,0,0
1235,3,14,Public services,278369,,,,,,,,,,1451606400,0,0,0,1947
1236,0,14,Office,61756,,,,,,,,,,1451606400,60,0,0,0
1236,1,14,Office,61756,,,,,,,,,,1451606400,0,164,0,0
1236,3,14,Office,61756,,,,,,,,,,1451606400,0,0,0,201
1237,0,14,Office,42755,,,,,,,,,,1451606400,32,0,0,0
1237,1,14,Office,42755,,,,,,,,,,1451606400,0,0,0,0
1237,3,14,Office,42755,,,,,,,,,,1451606400,0,0,0,0
1238,0,14,Office,129707,,,,,,,,,,1451606400,66,0,0,0
1238,1,14,Office,129707,,,,,,,,,,1451606400,0,48,0,0
1238,2,14,Office,129707,,,,,,,,,,1451606400,0,0,389,0
1239,0,14,Office,31300,,,,,,,,,,1451606400,18,0,0,0
1239,2,14,Office,31300,,,,,,,,,,1451606400,0,0,0,0
1240,0,14,Public services,73277,,,,,,,,,,1451606400,162,0,0,0
1240,1,14,Public services,73277,,,,,,,,,,1451606400,0,784,0,0
1240,3,14,Public services,73277,,,,,,,,,,1451606400,0,0,0,303
1241,0,14,Healthcare,194188,,,,,,,,,,1451606400,234,0,0,0
1241,1,14,Healthcare,194188,,,,,,,,,,1451606400,0,2249,0,0
1241,2,14,Healthcare,194188,,,,,,,,,,1451606400,0,0,2398,0
1241,3,14,Healthcare,194188,,,,,,,,,,1451606400,0,0,0,1331
1242,0,14,Office,23871,,,,,,,,,,1451606400,13,0,0,0
1242,1,14,Office,23871,,,,,,,,,,1451606400,0,0,0,0
1242,3,14,Office,23871,,,,,,,,,,1451606400,0,0,0,95
1243,0,14,Healthcare,237704,,,,,,,,,,1451606400,132,0,0,0
1243,1,14,Healthcare,237704,,,,,,,,,,1451606400,0,95,0,0
1243,2,14,Healthcare,237704,,,,,,,,,,1451606400,0,0,510,0
1244,0,14,Public services,95526,,,,,,,,,,1451606400,78,0,0,0
1244,1,14,Public services,95526,,,,,,,,,,1451606400,0,421,0,0
1244,3,14,Public services,95526,,,,,,,,,,1451606400,0,0,0,899
1245,0,14,Healthcare,35354,,,,,,,,,,1451606400,25,0,0,0
1245,1,14,Healthcare,35354,,,,,,,,,,1451606400,0,0,0,0
1245,2,14,Healthcare,35354,,,,,,,,,,1451606400,0,0,150,0
1246,0,14,Office,50327,,,,,,,,,,1451606400,47,0,0,0
1246,1,14,Office,50327,,,,,,,,,,1451606400,0,0,0,0
1246,3,14,Office,50327,,,,,,,,,,1451606400,0,0,0,0
1247,0,14,Food sales and service,69876,,,,,,,,,,1451606400,86,0,0,0
1247,1,14,Food sales and service,69876,,,,,,,,,,1451606400,0,15,0,0
1247,2,14,Food sales and service,69876,,,,,,,,,,1451606400,0,0,696,0
1248,0,14,Office,78002,,,,,,,,,,1451606400,65,0,0,0
1248,1,14,Office,78002,,,,,,,,,,1451606400,0,295,0,0
1248,2,14,Office,78002,,,,,,,,,,1451606400,0,0,1008,0
1249,0,14,Office,159384,,,,,,,,,,1451606400,299,0,0,0
1249,1,14,Office,159384,,,,,,,,,,1451606400,0,695,0,0
1249,2,14,Office,159384,,,,,,,,,,1451606400,0,0,899,0
1249,3,14,Office,159384,,,,,,,,,,1451606400,0,0,0,840
1250,0,14,Education,232139,,,,,,,,,,1451606400,619,0,0,0
1250,1,14,Education,232139,,,,,,,,,,1451606400,0,2683,0,0
1250,2,14,Education,232139,,,,,,,,,,1451606400,0,0,0,0
1251,0,14,Education,104604,,,,,,,,,,1451606400,235,0,0,0
1251,1,14,Education,104604,,,,,,,,,,1451606400,0,550,0,0
1251,3,14,Education,104604,,,,,,,,,,1451606400,0,0,0,863
1252,0,14,Education,116249,,,,,,,,,,1451606400,433,0,0,0
1252,1,14,Education,116249,,,,,,,,,,1451606400,0,1600,0,0
1252,3,14,Education,116249,,,,,,,,,,1451606400,0,0,0,1504
1253,0,14,Education,134748,,,,,,,,,,1451606400,265,0,0,0
1253,1,14,Education,134748,,,,,,,,,,1451606400,0,796,0,0
1253,3,14,Education,134748,,,,,,,,,,1451606400,0,0,0,1331
1254,0,14,Education,24979,,,,,,,,,,1451606400,56,0,0,0
1254,1,14,Education,24979,,,,,,,,,,1451606400,0,0,0,0
1254,2,14,Education,24979,,,,,,,,,,1451606400,0,0,139,0
1255,0,14,Office,23702,,,,,,,,,,1451606400,38,0,0,0
1255,1,14,Office,23702,,,,,,,,,,1451606400,0,83,0,0
1255,3,14,Office,23702,,,,,,,,,,1451606400,0,0,0,2
1256,0,14,Office,37917,,,,,,,,,,1451606400,36,0,0,0
1256,2,14,Office,37917,,,,,,,,,,1451606400,0,0,119,0
1257,0,14,Office,61274,,,,,,,,,,1451606400,189,0,0,0
1258,0,14,Education,273234,,,,,,,,,,1451606400,910,0,0,0
1258,1,14,Education,273234,,,,,,,,,,1451606400,0,2509,0,0
1258,2,14,Education,273234,,,,,,,,,,1451606400,0,0,2923,0
1258,3,14,Education,273234,,,,,,,,,,1451606400,0,0,0,891
1259,0,14,Education,71088,,,,,,,,,,1451606400,138,0,0,0
1259,1,14,Education,71088,,,,,,,,,,1451606400,0,129,0,0
1259,2,14,Education,71088,,,,,,,,,,1451606400,0,0,0,0
1259,3,14,Education,71088,,,,,,,,,,1451606400,0,0,0,2149
1260,0,14,Office,86455,,,,,,,,,,1451606400,120,0,0,0
1260,1,14,Office,86455,,,,,,,,,,1451606400,0,4,0,0
1260,3,14,Office,86455,,,,,,,,,,1451606400,0,0,0,283
1261,0,14,Office,42942,,,,,,,,,,1451606400,147,0,0,0
1262,0,14,Office,65000,,,,,,,,,,1451606400,110,0,0,0
1262,1,14,Office,65000,,,,,,,,,,1451606400,0,116,0,0
1262,3,14,Office,65000,,,,,,,,,,1451606400,0,0,0,855
1263,0,14,Education,97838,,,,,,,,,,1451606400,426,0,0,0
1263,1,14,Education,97838,,,,,,,,,,1451606400,0,314,0,0
1263,2,14,Education,97838,,,,,,,,,,1451606400,0,0,1999,0
1264,0,14,Education,33012,,,,,,,,,,1451606400,75,0,0,0
1264,1,14,Education,33012,,,,,,,,,,1451606400,0,244,0,0
1265,0,14,Food sales and service,35605,,,,,,,,,,1451606400,53,0,0,0
1265,1,14,Food sales and service,35605,,,,,,,,,,1451606400,0,0,0,0
1265,3,14,Food sales and service,35605,,,,,,,,,,1451606400,0,0,0,176
1266,0,14,Public services,13469,,,,,,,,,,1451606400,10,0,0,0
1266,1,14,Public services,13469,,,,,,,,,,1451606400,0,6,0,0
1266,3,14,Public services,13469,,,,,,,,,,1451606400,0,0,0,160
1267,0,14,Education,138977,,,,,,,,,,1451606400,137,0,0,0
1267,1,14,Education,138977,,,,,,,,,,1451606400,0,152,0,0
1267,3,14,Education,138977,,,,,,,,,,1451606400,0,0,0,1498
1268,0,14,Office,43007,,,,,,,,,,1451606400,42,0,0,0
1268,1,14,Office,43007,,,,,,,,,,1451606400,0,203,0,0
1268,3,14,Office,43007,,,,,,,,,,1451606400,0,0,0,500
1269,0,14,Healthcare,56388,,,,,,,,,,1451606400,20,0,0,0
1269,1,14,Healthcare,56388,,,,,,,,,,1451606400,0,5,0,0
1269,3,14,Healthcare,56388,,,,,,,,,,1451606400,0,0,0,78
